id_espn_jogo,data_jogo,status_jogo,id_time,id_time_espn,time,flag_url_time,id_jogador,nome,posicao,titular,camisa,foto_url,APP,G,A,SHOT,SOG,SV,GA,OF,FC,FA,YC,RC,OG,SUB,SHF
760415,2026-06-11T19:00Z,FT,,203,Mexico,,167060,Raúl Jiménez,,True,9,https://a.espncdn.com/i/headshots/soccer/players/full/167060.png,1,1,0,4,2,,0,1.0,1,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,242614,Luis Romo,,False,7,https://a.espncdn.com/i/headshots/soccer/players/full/242614.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,265969,César Huerta,,False,21,https://a.espncdn.com/i/headshots/soccer/players/full/265969.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,137038,Guillermo Ochoa,,False,13,https://a.espncdn.com/i/headshots/soccer/players/full/137038.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,236368,Carlos Acevedo,,False,12,https://a.espncdn.com/i/headshots/soccer/players/full/236368.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,104497,Luis Chávez,,False,24,https://a.espncdn.com/i/headshots/soccer/players/full/104497.png,1,0,0,0,0,,0,0.0,1,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,379193,Mateo Chávez,,False,20,https://a.espncdn.com/i/headshots/soccer/players/full/379193.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,260775,Santiago Gimenez,,False,11,https://a.espncdn.com/i/headshots/soccer/players/full/260775.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,318554,Obed Vargas,,False,18,https://a.espncdn.com/i/headshots/soccer/players/full/318554.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,229487,Alexis Vega,,False,10,https://a.espncdn.com/i/headshots/soccer/players/full/229487.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,193566,Guillermo Martínez,,False,22,https://a.espncdn.com/i/headshots/soccer/players/full/193566.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,376110,Armando González,,False,14,https://a.espncdn.com/i/headshots/soccer/players/full/376110.png,1,0,0,0,0,,0,0.0,1,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,389575,Gilberto Mora,,False,19,https://a.espncdn.com/i/headshots/soccer/players/full/389575.png,1,0,0,0,0,,0,0.0,1,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,241627,Edson Álvarez,,False,4,https://a.espncdn.com/i/headshots/soccer/players/full/241627.png,1,0,0,0,0,,0,0.0,0,1,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,178746,Jorge Sánchez,,False,2,https://a.espncdn.com/i/headshots/soccer/players/full/178746.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,203,Mexico,,207011,Orbelín Pineda,,False,17,https://a.espncdn.com/i/headshots/soccer/players/full/207011.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,196230,Ronwen Williams,,True,1,https://a.espncdn.com/i/headshots/soccer/players/full/196230.png,1,0,0,0,0,2.0,2,,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,358744,Ime Okon,,True,21,https://a.espncdn.com/i/headshots/soccer/players/full/358744.png,1,0,0,0,0,,2,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,400594,Mbekezeli Mbokazi,,True,14,https://a.espncdn.com/i/headshots/soccer/players/full/400594.png,1,0,0,1,1,,2,0.0,1,3,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,266125,Nkosinathi Sibisi,,True,19,https://a.espncdn.com/i/headshots/soccer/players/full/266125.png,1,0,0,0,0,,2,0.0,1,0,1,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,223818,Aubrey Modiba,,True,6,https://a.espncdn.com/i/headshots/soccer/players/full/223818.png,1,0,0,1,1,,2,1.0,2,2,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,276767,Khuliso Mudau,,True,20,https://a.espncdn.com/i/headshots/soccer/players/full/276767.png,1,0,0,0,0,,2,0.0,2,3,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,228595,Sphephelo Sithole,,True,13,https://a.espncdn.com/i/headshots/soccer/players/full/228595.png,1,0,0,0,0,,1,0.0,3,0,0,1,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,304736,Jayden Adams,,True,23,https://a.espncdn.com/i/headshots/soccer/players/full/304736.png,1,0,0,0,0,,1,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,256691,Teboho Mokoena,,True,4,https://a.espncdn.com/i/headshots/soccer/players/full/256691.png,1,0,0,0,0,,2,0.0,1,2,1,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,264751,Lyle Foster,,True,9,https://a.espncdn.com/i/headshots/soccer/players/full/264751.png,1,0,0,1,0,,1,0.0,0,1,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,291141,Iqraam Rayners,,True,15,https://a.espncdn.com/i/headshots/soccer/players/full/291141.png,1,0,0,0,0,,2,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,288771,Oswin Appollis,,False,7,https://a.espncdn.com/i/headshots/soccer/players/full/288771.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,265713,Sipho Chaine,,False,16,https://a.espncdn.com/i/headshots/soccer/players/full/265713.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,157046,Themba Zwane,,False,11,https://a.espncdn.com/i/headshots/soccer/players/full/157046.png,1,0,0,0,0,,1,0.0,1,0,0,1,0,1,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,337134,Kamogelo Sebelebele,,False,25,https://a.espncdn.com/i/headshots/soccer/players/full/337134.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,390448,Khulumani Ndamane,,False,3,https://a.espncdn.com/i/headshots/soccer/players/full/390448.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,365623,Thabang Matuludi,,False,2,https://a.espncdn.com/i/headshots/soccer/players/full/365623.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,366883,Samukele Kabini,,False,18,https://a.espncdn.com/i/headshots/soccer/players/full/366883.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,361211,Relebohile Mofokeng,,False,10,https://a.espncdn.com/i/headshots/soccer/players/full/361211.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,301321,Thalente Mbatha,,False,5,https://a.espncdn.com/i/headshots/soccer/players/full/301321.png,1,0,0,0,0,,1,0.0,0,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,186121,Ricardo Goss,,False,22,https://a.espncdn.com/i/headshots/soccer/players/full/186121.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,310593,Bradley Cross,,False,26,https://a.espncdn.com/i/headshots/soccer/players/full/310593.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,335450,Thapelo Maseko,,False,12,https://a.espncdn.com/i/headshots/soccer/players/full/335450.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,313399,Tshepang Moremi,,False,8,https://a.espncdn.com/i/headshots/soccer/players/full/313399.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,303312,Evidence Makgopa,,False,17,https://a.espncdn.com/i/headshots/soccer/players/full/303312.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760415,2026-06-11T19:00Z,FT,,467,South Africa,,351372,Olwethu Makhanya,,False,24,https://a.espncdn.com/i/headshots/soccer/players/full/351372.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,290899,Raúl Rangel,,True,1,https://a.espncdn.com/i/headshots/soccer/players/full/290899.png,1,0,0,0,0,2.0,0,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,259975,Johan Vásquez,,True,5,https://a.espncdn.com/i/headshots/soccer/players/full/259975.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,241627,Edson Álvarez,,True,4,https://a.espncdn.com/i/headshots/soccer/players/full/241627.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,132098,Jesús Gallardo,,True,23,https://a.espncdn.com/i/headshots/soccer/players/full/132098.png,1,0,0,1,0,,0,0.0,1,1,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,178746,Jorge Sánchez,,True,2,https://a.espncdn.com/i/headshots/soccer/players/full/178746.png,1,0,0,0,0,,0,1.0,1,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,276942,Érik Lira,,True,6,https://a.espncdn.com/i/headshots/soccer/players/full/276942.png,1,0,0,0,0,,0,0.0,2,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,242614,Luis Romo,,True,7,https://a.espncdn.com/i/headshots/soccer/players/full/242614.png,1,1,0,1,1,,0,0.0,0,1,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,303577,Brian Gutiérrez,,True,26,https://a.espncdn.com/i/headshots/soccer/players/full/303577.png,1,0,0,1,0,,0,0.0,1,1,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,167060,Raúl Jiménez,,True,9,https://a.espncdn.com/i/headshots/soccer/players/full/167060.png,1,0,0,2,1,,0,0.0,2,1,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,233075,Julián Quiñones,,True,16,https://a.espncdn.com/i/headshots/soccer/players/full/233075.png,1,0,0,1,1,,0,1.0,1,3,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,194308,Roberto Alvarado,,True,25,https://a.espncdn.com/i/headshots/soccer/players/full/194308.png,1,0,0,1,0,,0,1.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,379193,Mateo Chávez,,False,20,https://a.espncdn.com/i/headshots/soccer/players/full/379193.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,318554,Obed Vargas,,False,18,https://a.espncdn.com/i/headshots/soccer/players/full/318554.png,1,0,0,1,1,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,283827,Álvaro Fidalgo,,False,8,https://a.espncdn.com/i/headshots/soccer/players/full/283827.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,389575,Gilberto Mora,,False,19,https://a.espncdn.com/i/headshots/soccer/players/full/389575.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,260775,Santiago Gimenez,,False,11,https://a.espncdn.com/i/headshots/soccer/players/full/260775.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,236368,Carlos Acevedo,,False,12,https://a.espncdn.com/i/headshots/soccer/players/full/236368.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,290414,Israel Reyes,,False,15,https://a.espncdn.com/i/headshots/soccer/players/full/290414.png,1,0,0,0,0,,0,0.0,1,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,265969,César Huerta,,False,21,https://a.espncdn.com/i/headshots/soccer/players/full/265969.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,207011,Orbelín Pineda,,False,17,https://a.espncdn.com/i/headshots/soccer/players/full/207011.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,193566,Guillermo Martínez,,False,22,https://a.espncdn.com/i/headshots/soccer/players/full/193566.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,104497,Luis Chávez,,False,24,https://a.espncdn.com/i/headshots/soccer/players/full/104497.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,376110,Armando González,,False,14,https://a.espncdn.com/i/headshots/soccer/players/full/376110.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,137038,Guillermo Ochoa,,False,13,https://a.espncdn.com/i/headshots/soccer/players/full/137038.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,203,Mexico,,229487,Alexis Vega,,False,10,https://a.espncdn.com/i/headshots/soccer/players/full/229487.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,175921,Kim Seung-Gyu,,True,1,https://a.espncdn.com/i/headshots/soccer/players/full/175921.png,1,0,0,0,0,3.0,1,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,157688,Kim Min-Jae,,True,4,https://a.espncdn.com/i/headshots/soccer/players/full/157688.png,1,0,0,0,0,,1,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,345769,Lee Gi-Hyuk,,True,3,https://a.espncdn.com/i/headshots/soccer/players/full/345769.png,1,0,0,0,0,,1,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,297788,Lee Han-Beom,,True,2,https://a.espncdn.com/i/headshots/soccer/players/full/297788.png,1,0,0,1,0,,1,0.0,3,2,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,256598,Paik Seung-Ho,,True,8,https://a.espncdn.com/i/headshots/soccer/players/full/256598.png,1,0,0,0,0,,1,0.0,1,0,1,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,280061,Hwang In-Beom,,True,6,https://a.espncdn.com/i/headshots/soccer/players/full/280061.png,1,0,0,1,0,,1,0.0,1,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,302793,Seol Young-Woo,,True,22,https://a.espncdn.com/i/headshots/soccer/players/full/302793.png,1,0,0,1,0,,1,3.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,280060,Kim Moon-Hwan,,True,15,https://a.espncdn.com/i/headshots/soccer/players/full/280060.png,1,0,0,0,0,,1,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,149945,Son Heung-Min,,True,7,https://a.espncdn.com/i/headshots/soccer/players/full/149945.png,1,0,0,0,0,,1,1.0,0,1,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,134103,Lee Jae-Sung,,True,10,https://a.espncdn.com/i/headshots/soccer/players/full/134103.png,1,0,0,0,0,,1,1.0,0,2,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,274197,Lee Kang-In,,True,19,https://a.espncdn.com/i/headshots/soccer/players/full/274197.png,1,0,0,2,0,,1,0.0,1,1,1,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,230244,Jo Hyeon-Woo,,False,21,https://a.espncdn.com/i/headshots/soccer/players/full/230244.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,3098209,Cho Wi-Je,,False,14,https://a.espncdn.com/i/headshots/soccer/players/full/3098209.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,304793,Jens Castrop,,False,23,https://a.espncdn.com/i/headshots/soccer/players/full/304793.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,302434,Oh Hyeon-Gyu,,False,18,https://a.espncdn.com/i/headshots/soccer/players/full/302434.png,1,0,0,1,0,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,297270,Lee Tae-Seok,,False,13,https://a.espncdn.com/i/headshots/soccer/players/full/297270.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,286268,Kim Tae-Hyeon,,False,5,https://a.espncdn.com/i/headshots/soccer/players/full/286268.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,297791,Eom Ji-Sung,,False,25,https://a.espncdn.com/i/headshots/soccer/players/full/297791.png,1,0,0,0,0,,0,0.0,0,1,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,237224,Hwang Hee-Chan,,False,11,https://a.espncdn.com/i/headshots/soccer/players/full/237224.png,1,0,0,0,0,,0,0.0,0,1,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,303464,Cho Gue-Sung,,False,9,https://a.espncdn.com/i/headshots/soccer/players/full/303464.png,1,0,0,2,1,,0,0.0,0,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,362208,Bae Jun-Ho,,False,17,https://a.espncdn.com/i/headshots/soccer/players/full/362208.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,271702,Lee Dong-Gyeong,,False,26,https://a.espncdn.com/i/headshots/soccer/players/full/271702.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,256724,Song Bum-Keun,,False,12,https://a.espncdn.com/i/headshots/soccer/players/full/256724.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,350711,Yang Hyun-Jun,,False,20,https://a.espncdn.com/i/headshots/soccer/players/full/350711.png,1,0,0,1,1,,0,1.0,1,0,0,0,0,1,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,336178,Park Jin-Seop,,False,16,https://a.espncdn.com/i/headshots/soccer/players/full/336178.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760441,2026-06-19T01:00Z,FT,,451,South Korea,,90721,Kim Jin-Gyu,,False,24,https://a.espncdn.com/i/headshots/soccer/players/full/90721.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,310372,Mahmoud Abunada,,True,1,https://a.espncdn.com/i/headshots/soccer/players/full/310372.png,1,0,0,0,0,5.0,1,,1,1,1,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,205377,Boualem Khoukhi,,True,16,https://a.espncdn.com/i/headshots/soccer/players/full/205377.png,1,0,0,0,0,,1,0.0,2,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,101982,Pedro Miguel,,True,2,https://a.espncdn.com/i/headshots/soccer/players/full/101982.png,1,0,0,0,0,,1,0.0,1,3,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,272874,Homam Ahmed,,True,14,https://a.espncdn.com/i/headshots/soccer/players/full/272874.png,1,0,0,1,0,,1,0.0,1,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,346649,Ayoub Al-Oui,,True,13,https://a.espncdn.com/i/headshots/soccer/players/full/346649.png,1,0,0,0,0,,1,0.0,1,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,219254,Assim Madibo,,True,23,https://a.espncdn.com/i/headshots/soccer/players/full/219254.png,1,0,0,0,0,,1,0.0,1,1,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,415148,Issa Laye,,True,4,https://a.espncdn.com/i/headshots/soccer/players/full/415148.png,1,0,0,1,0,,1,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,310373,Jassem Gaber,,True,5,https://a.espncdn.com/i/headshots/soccer/players/full/310373.png,1,0,0,0,0,,1,0.0,2,0,1,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,274164,Yusuf Abdurisag,,True,15,https://a.espncdn.com/i/headshots/soccer/players/full/274164.png,1,0,0,0,0,,1,0.0,0,2,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,219258,Akram Afif,,True,11,https://a.espncdn.com/i/headshots/soccer/players/full/219258.png,1,0,0,0,0,,1,0.0,0,2,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,109204,Edmílson Junior,,True,8,https://a.espncdn.com/i/headshots/soccer/players/full/109204.png,1,0,0,2,2,,1,0.0,3,1,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,236586,Hassan Al-Haydos,,False,10,https://a.espncdn.com/i/headshots/soccer/players/full/236586.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,336120,Ahmed Al-Ganehi,,False,17,https://a.espncdn.com/i/headshots/soccer/players/full/336120.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,309315,Mohamed Manai,,False,26,https://a.espncdn.com/i/headshots/soccer/players/full/309315.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,185984,Mohammed Muntari,,False,9,https://a.espncdn.com/i/headshots/soccer/players/full/185984.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,125617,Lucas Mendes,,False,3,https://a.espncdn.com/i/headshots/soccer/players/full/125617.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,384827,Al-Hashmi Al-Hussain,,False,25,https://a.espncdn.com/i/headshots/soccer/players/full/384827.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,371967,Tahsin Jamshid,,False,24,https://a.espncdn.com/i/headshots/soccer/players/full/371967.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,270844,Meshaal Barsham,,False,22,https://a.espncdn.com/i/headshots/soccer/players/full/270844.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,219248,Sultan Al-Brake,,False,18,https://a.espncdn.com/i/headshots/soccer/players/full/219248.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,143613,Abdulaziz Hatem,,False,6,https://a.espncdn.com/i/headshots/soccer/players/full/143613.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,268018,Ahmed Fathy,,False,20,https://a.espncdn.com/i/headshots/soccer/players/full/268018.png,1,0,0,0,0,,0,0.0,0,0,0,0,0,1,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,263311,Ahmed Alaaeldin,,False,7,https://a.espncdn.com/i/headshots/soccer/players/full/263311.png,1,0,0,1,1,,0,0.0,0,0,0,0,0,1,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,219252,Almoez Ali,,False,19,https://a.espncdn.com/i/headshots/soccer/players/full/219252.png,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0
760420,2026-06-13T19:00Z,FT,,4398,Qatar,,288537,Salah Zakaria,,False,21,https://a.espncdn.com/i/headshots/soccer/players/full/288537.png,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0
